target,text,reason,lang_reason
0,stressed beyond BELIEF. need a nap ,,
0,"@onkartibe are infy madhye ahe, mysore la posting milali.  working on .net as such but the work sucks ;)",,
0,Covering another shop today  Just want to be off working on my chapter... x,,
0,"Getting to work, sorting out what happened last night ",,
4,"@yoeran wow, that's sick! Thanks for tweeting that ",,
0,@feefaye luckyyyy! I don't even know if I'm going anymore ,,
4,@RockingtheRobin You make me laugh. I guess I better go shower now... Bow-chicky-bah-bow... ,,
0,DonÂ´t feel like it but got to keep on correcting discourse analysis papers on my semi-free day. ,,
4,"@thizgurl It's all good in the hood! I still got love for ya! And, you're still my favorite sexy pirate partner in crime! ",,
0,been up all night watching tv. Went to komedia last night and had a real laugh! Last day of holidays today. Sigh sigh! ,,
0,@BeateVeronica I'm jealous - I would love deer steak. One of the downsides of having an almost vegetarian and a carnivore living together ,,
0,Finally going to bed. Gave up on the LOST downloads. Decided to download some additional iPhone apps instead. Not quite as good. ,,
4,Popped two final tables yesterday so i was happy. 1 of them was a win ,,
0,"@rmilana Hey, I am on a limited Bandwidth connection till Novm, thats why..  The others gave the time..?  #coffeeclub",,
4,@backstreetboys dry balls aren't that precise AJ ..?  hahaa,,
0,"@wotto76 I stopped to get gas @ a Cumberland Farms this weekend, but they had no Wotto monsters  I checked!!",,
0,Feeling like shit so I'm going to bed...also had bad news today about tomorrow. I have to work late so no bill bailey for me ,,
4,"@LeoJaime adorei ele congelando  Vc viu os Beatles? http://bit.ly/4LQNS   George is saying blah, blah, blah",mixed_language; ,mixed_language; 
4,@fildanurina goodluck for the STOVIA ,,
0,"@SassySenna *text* I know  Thats a great idea, lets go! Ben &amp; I will pick up Mikey &amp; meet you @_Lauren_Mallory &amp; @TheTanyaDenali there! ",,
4,@OakleighVermont hey there thanks for noticin'   you've been very kind for a while &amp; it's appreciated a lot  - good company,,
0,Just realised i didnt pack pajamas  #fb,mixed_language; ,mixed_language; 
4,@enscheinfeld you are just too popular scheinfeld  miss you!,,
0,THE CELL IS BROKEN  GOTTA HIT UP APPLE ASAP! FIRST THING IN THE MORNIN... FML. TWITTER OR FB MEEEE HENCE NO UPDATES ON THA TWEETS!!!,,
0,@joebel huy magbonding tayo this week! bilang na lang araw mo sa absi ,,
0,Facebook is freaking out.  Apparently I have no friends. Yesterday I had 642. ,,
0,gonna have to do it 2moz. i have to write a resume 1st and finish my science thingo ,,
4,@carmends1 - hey ,,
4,@kateyy__ logging on now ,,
4,@alexchafe awesome possum! just say when &amp; where ,,
0,"@Hoops_angel Yup, sold out...I tried to get another one last week and all gone  Still looking round but nothing yet.",,
4,if @Maan1981 is trying to dump his #LEGO bricks in my yard why wouldn't he just give all his #LEGO to me!!! I'll be rich by then. ,,
4,i know..  ,,
0,Headache lasting for 2 days ,,
4,"I have just decided my job when I grow up is going to be, work for the jonas brothers and help create their tour ",,
0,@shane1watson ew gross. i don't like winter ,,
4,"is taking a nite off &amp; gonna laguna beach it up with her best girl, homemade cookies &amp; tea.. ",,
4,@QueenofCr8tvty I have faith in you baby! Rock on ,,
0,wondering where u at     (u know who u r),,
0,@RealAnnieDuke Sorry   Hope you know we ALL know you were the real winner.  Have a better night!,,
0,I broke my tooth ,,
0,@Joanne_Luvli keep me posted please.. ,,
4,@moonfrye i believed that the people on tv could see me too..and that includes you. ,,
4,"Just saw Star Wars again, but this time in IMAX. It was better 2nd time around &amp; I loved every moment again. 12:45am - Oh yeah, hardcore ",,
0,sick.....not feeling good ,,
0,@morrissey2637  Ah right!!! i dont even know whats going on there!! i sooo need to read the news ,,
4,@snowblin rumbled ,,
4,scared her parents by saying she didnt have the car/house keys! Their faces LOOOOL ,,
4,@Yelovesit hell yea cutie ,,
4,@akynos - we so need to sit one day over some drinks and have these convos - tweeter is a bit annoying for it ,,
0,Hope to get a good night's sleep...since i need to wait till after midnight to turn in everytime ,,
4,My dog is definitely cuter than yours. ,,
4,I installed a comments RSS feed on my site now. Finally figured it out and easier for those that don't like subscriptions! ,,
0,@LynziLoo I kinda miss those days lol. Now we all have our own places and we don't party anymore. wtf?! we're getting old  nooo.,,
4,Fuddruckers with @gcmilatzo ,,
4,"im searching new buckles for my belts , does anybody has a good site for this ? pls ",,
0,Happy 60th Grandad John !!!!!! Happy Birthday Izzy (for tomorrow) !! Sorry Lukey  Luv ya tho ,,
4,Ahhh...he's something else. Yet another day ending with both thrill and content  Goodnight fellow Tweeters! http://bit.ly/16gkEb,,
4,@jason_2008 you're right . I normally record everything but I've been feeling strangely compelled to watch BGT and Apprentice live ,,
0,@Jayda_B ...and Xander still havent been invited ,,
4,"@jlbruno you sure will, i'm looking forward to it. ",,
4,is loving how the affiliate program works - paperless and fully automated.  http://tinyurl.com/nmcaffiliate,,
4,@Curvedlika_C I know that's right! You gotta luv yourself &amp; be confident! Be safe &amp; enjoy yourself! ,,
4,@noopman Remote? I prefer to be on site.  There's no substitute for working with people in person,,
4,@Aleksandr_Orlov thanks to you i have found many play friends from your website. Thanks ,,
4,"Oh, and @IndieKidEll rules too  Ahaa",,
0, @sf_giants bullpen loses lead,non_english; ,non_english; 
4,Live now: Leo LaSquirt Hey Leo that sounds like Porn  http://ff.im/2wWSs,,
4,"@Sincuidado If you are able to do it, maybe I'll just try and talk you into making one for me ",,
0,The kuzin in law really hates my hair! ,,
0,Did something very very bad ,,
4,@enterbelladonna and us.jpg (file://CHEEKYCHICKE-PC/Users/cheekychicken/Pictures/belladonna%20and%20us.jpg) do u remember now ,,
4,Dropping off mylo at the groomers ,,
0,@brandamc But I'll only be there for a couple of minutes ,,
4,Good B-movie... Starship Troopers is cool! Citizen ,,
4,@itszikki yooo.. im goin to sleep.. call my cell real quick if you wanna  i love you and miss you. goodnight.,,
4,@karuna_ramesh the only problem i have with seetharam is he shows all men in bad light 99.9 times. We are not so bad ,,
0,The most depressing day in Cleveland will be if (hopefully not when) Lebron leaves the Cavs. Wahhhh!! ,,
0,Damn... Tomorrow scares the shit out of me... Hate my prof and I suppose she doesn't like me ,,
0,ohh why is this horrible feeling not going away ,,
4,@saxa246 really? i'm sitting under air condition and still no help .... i hate this weather ,,
4,@Tobiasplayer lol my ninja kick has disable ur ability 2 pick on or hate on my Pademe  -:ViVi:-,,
0,"in the car stuck in traffic, once again ",,
4,"McFly chega amanhÃ£!  e eu vou ficar em casa, chorando, comendo chocolate e ouvindo The Last Song. :/",,
0,10k already exceeded and stil many things pending ,,
4,whoo hoo go lakers&lt;33 brenda ur way smart! bjs ... lol ,,
0,"Strongly looking forward to board gaming tomorrow , after a gap of about 2 months ",,
4,studying chemistry with adit ,,
4,"Seems I'm not only going to Ocean Terminal today with my sis, but also on a picnic with my aunt, uncle, and their new puppy. ",,
4,"@AlohaArleen happy is good! I love to state the obvious =P. Too many grumps in the world... Sadly, many of them have discovered twitter ",,
4,Everybody check out @ItsTyraB's song &quot;You givin' me a rush&quot; its amazing  &amp; its a version of @PaulaAbdul's &quot;Rush Rush&quot; http://bit.ly/3bVs7,,
0,@ktjbpa2006  i know the feeling  It really sucks. Maybe it's my plot that isn't working out for me? I read a similar story and it was good,,
0,"@NoelMiramontes haha! I really mean it this time, I think I'm dying!!  I met ur grannie the other day :]",,
4,"Err, hmm, Hello world, hope you're all doing fine - been a bit busy. Just had a very interesting meeting ",,
0,I wish the shit karaoke from the pub along the road would stop ,,
4,@crownjr I'm going to message you a story...in parts of course ,,
4,@mileycyrus who doesn't? her music's so catchy!  even though she's a little weird.... haha.,,
4,rents are visiting moi... ,,
0,@snschris so you don't love me anymore? ,,
0,oh please let me have a Happy Tuesday tomorrow.... pretty please! I've been down in the dumps lately. ,,
0,Is still in bed with kidney stones !! Worst pain ever ,,
4,"@earthXplorer  - Think positive, going to be an easy season here! ",,
4,Finally got the Maple Syrup  Now I can eat my breakfast / lunch / afternoon snack,,
4,Capital City Jazz Festival today!!! I'm so excited!!  ,,
0,OMG i just slipped down 3stairs at @iTS_URS house  and i hurt myself! I'm not even drunk! Totally sober!!!! http://mypict.me/2TmN,,
0,"@deelah Can't stand plain ones (well maybe the mini ones, just because they are fun to eat)  don't like chocolate unless it has nuts/PB!",mixed_language; ,mixed_language; 
4,@Cebu777 aww cool! hahaha Sheepz. baka magka identity crisis aso mo ah! hahaha ,,
4,Is lookin 4ward to a long weekend  really dont want to go to work 2day tho =[ x,,
4,@TheRealBeyonce im following @YANDD now! ,,
4,"@Mellicious_ yup I am working today, on my way down right now and gonna stop at Timmies as usual ",,
4,yay another hot day ,,
4,I like Techno!!! ,,
4,@becky45183 don't wanna disturb you in case you're in a lesson or anything- just thought I'd say have a a GREAT day!  =] xoxo,,
4,No santigold for me tonight. work til 10 and I'm off tomorrow ,,
4,@JessCav LOL I actually really enjoyed it too ,,
4,is at SATS working out.. looking forward to tonight  yey!,,
4,@odarling you have email on FB ,,
0,that is a long time ,,
4,"@melissamoog Date not should always end with twittering, but it shouldn't have anything to do with this web site.  ",,
4,@Sharontweet Re- Faye and Mark's secret.. is it something you already know? You wouldn't tease us would you ,,
0,@EmaCartoon Positive. It says Wednesday June 17th ,,
0,i can't log in ,,
4,"we had a great day! Saw UP, great movie.  Got a bunch of stuff done...going to six flags tomorrow ",,
0,@magicswebpage That's how it goes   it sucks...hate being broke after paying bills lol,,
0,@Halo3prf: So.. you dont trust me? ,,
0,My sunburn itches  ouch,,
4,My bet on Mumbai Indians today... Anyone to take a bet on this for 500 bucks?? ,,
0,wants to go and see &quot;my sisters keeper&quot;. looks good but rather sad from the trailer. ,,
0,@markroman59 Cool. Maybe see you one time. Planning to do a kitesurfing course with Edgeriders when I can find the time ,,
0,@bill_archie gosh! is it true?! aww i feel so bad ,,
0,"@Lottiotta we can, but mine will most likely be a little late since i have EXAMS OF DOOM this month. eeeeep! so no hobby time for a while ",,
4,Hey tisa lol.. And my baby sorry bout tonight i love you and now things are better good night! ,,
0,wants my bed and a cry ,,
0,@toriachels The Sun has felt really strong this year. Its the begining of June and I have already tanned just being outside. 2day is cold ,,
0,Just passed the first sonic and we didn't stop ,,
4,whooooooooooooooo off grounding  i love you twitter world,,
0,"@isaywhatyoucant oh those are damn yummy! don't have those, here. ",,
4,Going out for lunch later ,,
0,I need more physical activities. My feet hurts when I wear heels again. ,,
0,just finished dexter season 2. Love this friggin show. Season 3 in netflix queue but doesn't look like the dvds are out yet ,,
4,@Anthaman can u follow me please ,,
4,@mitchelmusso http://twitpic.com/6pe9h - love u! your new album is amazing ,,
4,@Mishadoodle Haha wow im reading ,,
0,@selenagomez I am upset and u know what would cheer me up! a reply ;P no but seriously my cell is being a shit head  it is fghjkojhgy xxx,,
0,@sarakthx it belongs to someone  can't.. but shit it is smitten with me haha.. so cuddly ,,
0,throbbing headache. ,,
0,I'll have to wait to tweet because my phone battery ran out! Buuuuu ,,
0,@xMeganBrittanyx ugh. That stinks.  Soap events are expensive.,,
0,"seriously? how much have i lost in the past week? mom, stop giving me large amounts of lunch money. i end up losing it, apparently. ",,
4,"Time to watch the Wings game. As always if you need some new designer brand clothes for lots less, check out www.redtagcrazy.com ",,
0,First BNP MEP - Urgh ,,
4,@Allegromouse Sounds like a fun day! ,non_english; ,non_english; 
4,"I am saving for a Ipod Touch, a 1TB external and a RAM upgrade. No more morning coffees ",,
0,dissapointed ,,
4,@jimmyfallon makes me  ... http://bit.ly/ydfdm,,
0,I'm even more kawawa than before   Fuck my life. Seriously. Fuck it.,,
4,is home curled up with the Besties ,,
4,soooooo i finally joined twitter... what do you know. and terminator was freaking awesome!!!!! christian totally made that movie ,,
4,Really happy about tomorrow being a public holiday   No plans at this stage. Probably just relax and get ready for work on Tues.,,
0,Another early start for me ,,
0,I wore green today in support of Iran.  Apparently no one else got the memo... ,,
4,2 miles from my house &amp; I can hear my couch calling my name...  Im'a comin' ,,
4,@naelshawwa Now that is a real TweetFart ,,
4,twitterrific 2.0.2 has resolved my API error. Whoop. Normal service can now resume! Thank you ,,
0,the rain needs to die in a fire ,,
4,@soleaddict1 couldn't be better ,,
4,Sporty gril tonight ,,
4,@sussextiger well hello there ,,
4,@officialnjonas hey what's your life verse? ,,
